"2024-05-09","Ascension","FR"
"2024-05-20","Lundi de Pentecôte","FR"
"2024-07-14","Fête nationale","FR"
"2024-08-15","Assomption","FR"
"2024-11-01","Toussaint","FR"
"2024-11-11","Armistice 1918","FR"
"2024-12-25","Noël","FR"
"2025-01-01","Jour de l'an","FR"
"2025-04-21","Lundi de Pâques","FR"
"2025-05-01","Fête du Travail","FR"
"2025-05-08","Armistice 1945","FR"
"2025-05-29","Ascension","FR"
"2025-06-09","Lundi de Pentecôte","FR"
"2025-07-14","Fête nationale","FR"
"2025-08-15","Assomption","FR"
"2025-11-01","Toussaint","FR"
"2025-11-11","Armistice 1918","FR"
"2025-12-25","Noël","FR"
"2026-01-01","Jour de l'an","FR"
"2026-04-06","Lundi de Pâques","FR"
"2026-05-01","Fête du Travail","FR"
"2026-05-08","Armistice 1945","FR"
"2026-05-14","Ascension","FR"
"2026-05-25","Lundi de Pentecôte","FR"
"2026-07-14","Fête nationale","FR"
"2026-08-15","Assomption","FR"
"2026-11-01","Toussaint","FR"
"2026-11-11","Armistice 1918","FR"
"2026-12-25","Noël","FR"
"2019-01-01","Neujahrestag","CH"
"2019-04-19","Karfreitag","CH"
"2019-04-21","Ostern","CH"
"2019-04-22","Ostermontag","CH"
"2019-05-30","Auffahrt","CH"
"2019-06-09","Pfingsten","CH"
"2019-06-10","Pfingstmontag","CH"
"2019-08-01","Nationalfeiertag","CH"
"2019-12-25","Weihnachten","CH"
"2020-01-01","Neujahrestag","CH"
"2020-04-10","Karfreitag","CH"
"2020-04-12","Ostern","CH"
"2020-04-13","Ostermontag","CH"
"2020-05-21","Auffahrt","CH"
"2020-05-31","Pfingsten","CH"
"2020-06-01","Pfingstmontag","CH"
"2020-08-01","Nationalfeiertag","CH"
"2020-12-25","Weihnachten","CH"
"2021-01-01","Neujahrestag","CH"
"2021-04-02","Karfreitag","CH"
"2021-04-04","Ostern","CH"
"2021-04-05","Ostermontag","CH"
"2021-05-13","Auffahrt","CH"
"2021-05-23","Pfingsten","CH"
"2021-05-24","Pfingstmontag","CH"
"2021-08-01","Nationalfeiertag","CH"
"2021-12-25","Weihnachten","CH"
"2022-01-01","Neujahrestag","CH"
"2022-04-15","Karfreitag","CH"
"2022-04-17","Ostern","CH"
"2022-04-18","Ostermontag","CH"
"2022-05-26","Auffahrt","CH"
"2022-06-05","Pfingsten","CH"
"2022-06-06","Pfingstmontag","CH"
"2022-08-01","Nationalfeiertag","CH"
"2022-12-25","Weihnachten","CH"
"2023-01-01","Neujahrestag","CH"
"2023-04-07","Karfreitag","CH"
"2023-04-09","Ostern","CH"
"2023-04-10","Ostermontag","CH"
"2023-05-18","Auffahrt","CH"
"2023-05-28","Pfingsten","CH"
"2023-05-29","Pfingstmontag","CH"
"2023-08-01","Nationalfeiertag","CH"
"2023-12-25","Weihnachten","CH"
"2024-01-01","Neujahrestag","CH"
"2024-03-29","Karfreitag","CH"
"2024-03-31","Ostern","CH"
"2024-04-01","Ostermontag","CH"
"2024-05-09","Auffahrt","CH"
"2024-05-19","Pfingsten","CH"
"2024-05-20","Pfingstmontag","CH"
"2024-08-01","Nationalfeiertag","CH"
"2024-12-25","Weihnachten","CH"
"2025-01-01","Neujahrestag","CH"
"2025-04-18","Karfreitag","CH"
"2025-04-20","Ostern","CH"
"2025-04-21","Ostermontag","CH"
"2025-05-29","Auffahrt","CH"
"2025-06-08","Pfingsten","CH"
"2025-06-09","Pfingstmontag","CH"
"2025-08-01","Nationalfeiertag","CH"
"2025-12-25","Weihnachten","CH"
"2026-01-01","Neujahrestag","CH"
"2026-04-03","Karfreitag","CH"
"2026-04-05","Ostern","CH"
"2026-04-06","Ostermontag","CH"
"2026-05-14","Auffahrt","CH"
"2026-05-24","Pfingsten","CH"
"2026-05-25","Pfingstmontag","CH"
"2026-08-01","Nationalfeiertag","CH"
"2026-12-25","Weihnachten","CH"
"2019-01-01","Nyårsdagen","SE"
"2019-01-06","Trettondedag jul, Söndag","SE"
"2019-04-19","Långfredagen","SE"
"2019-04-21","Påskdagen, Söndag","SE"
"2019-04-22","Annandag påsk","SE"
"2019-05-01","Första maj","SE"
"2019-05-30","Kristi himmelsfärdsdag","SE"
"2019-06-06","Sveriges nationaldag","SE"
"2019-06-09","Pingstdagen, Söndag","SE"
"2019-06-21","Midsommarafton","SE"
"2019-06-22","Midsommardagen","SE"
"2019-11-02","Alla helgons dag","SE"
"2019-12-24","Julafton","SE"
"2019-12-25","Juldagen","SE"
"2019-12-26","Annandag jul","SE"
"2019-12-31","Nyårsafton","SE"
"2020-01-01","Nyårsdagen","SE"
"2020-01-06","Trettondedag jul","SE"
"2020-04-10","Långfredagen","SE"
"2020-04-12","Påskdagen, Söndag","SE"
"2020-04-13","Annandag påsk","SE"
"2020-05-01","Första maj","SE"
"2020-05-21","Kristi himmelsfärdsdag","SE"
"2020-05-31","Pingstdagen, Söndag","SE"
"2020-06-06","Sveriges nationaldag","SE"
"2020-06-19","Midsommarafton","SE"
"2020-06-20","Midsommardagen","SE"
"2020-10-31","Alla helgons dag","SE"
"2020-12-24","Julafton","SE"
"2020-12-25","Juldagen","SE"
"2020-12-26","Annandag jul","SE"
"2020-12-31","Nyårsafton","SE"
"2021-01-01","Nyårsdagen","SE"
"2021-01-06","Trettondedag jul","SE"
"2021-04-02","Långfredagen","SE"
"2021-04-04","Påskdagen, Söndag","SE"
"2021-04-05","Annandag påsk","SE"
"2021-05-01","Första maj","SE"
"2021-05-13","Kristi himmelsfärdsdag","SE"
"2021-05-23","Pingstdagen, Söndag","SE"
"2021-06-06","Sveriges nationaldag, Söndag","SE"
"2021-06-25","Midsommarafton","SE"
"2021-06-26","Midsommardagen","SE"
"2021-11-06","Alla helgons dag","SE"
"2021-12-24","Julafton","SE"
"2021-12-25","Juldagen","SE"
"2021-12-26","Annandag jul, Söndag","SE"
"2021-12-31","Nyårsafton","SE"
"2022-01-01","Nyårsdagen","SE"
"2022-01-06","Trettondedag jul","SE"
"2022-04-15","Långfredagen","SE"
"2022-04-17","Påskdagen, Söndag","SE"
"2022-04-18","Annandag påsk","SE"
"2022-05-01","Första maj, Söndag","SE"
"2022-05-26","Kristi himmelsfärdsdag","SE"
"2022-06-05","Pingstdagen, Söndag","SE"
"2022-06-06","Sveriges nationaldag","SE"
"2022-06-24","Midsommarafton","SE"
"2022-06-25","Midsommardagen","SE"
"2022-11-05","Alla helgons dag","SE"
"2022-12-24","Julafton","SE"
"2022-12-25","Juldagen, Söndag","SE"
"2022-12-26","Annandag jul","SE"
"2022-12-31","Nyårsafton","SE"
"2023-01-01","Nyårsdagen, Söndag","SE"
"2023-01-06","Trettondedag jul","SE"
"2023-04-07","Långfredagen","SE"
"2023-04-09","Påskdagen, Söndag","SE"
"2023-04-10","Annandag påsk","SE"
"2023-05-01","Första maj","SE"
"2023-05-18","Kristi himmelsfärdsdag","SE"
"2023-05-28","Pingstdagen, Söndag","SE"
"2023-06-06","Sveriges nationaldag","SE"
"2023-06-23","Midsommarafton","SE"
"2023-06-24","Midsommardagen","SE"
"2023-11-04","Alla helgons dag","SE"
"2023-12-24","Julafton, Söndag","SE"
"2023-12-25","Juldagen","SE"
"2023-12-26","Annandag jul","SE"
"2023-12-31","Nyårsafton, Söndag","SE"
"2024-01-01","Nyårsdagen","SE"
"2024-01-06","Trettondedag jul","SE"
"2024-03-29","Långfredagen","SE"
"2024-03-31","Påskdagen, Söndag","SE"
"2024-04-01","Annandag påsk","SE"
"2024-05-01","Första maj","SE"
"2024-05-09","Kristi himmelsfärdsdag","SE"
"2024-05-19","Pingstdagen, Söndag","SE"
"2024-06-06","Sveriges nationaldag","SE"
"2024-06-21","Midsommarafton","SE"
"2024-06-22","Midsommardagen","SE"
"2024-11-02","Alla helgons dag","SE"
"2024-12-24","Julafton","SE"
"2024-12-25","Juldagen","SE"
"2024-12-26","Annandag jul","SE"
"2024-12-31","Nyårsafton","SE"
"2025-01-01","Nyårsdagen","SE"
"2025-01-06","Trettondedag jul","SE"
"2025-04-18","Långfredagen","SE"
"2025-04-20","Påskdagen, Söndag","SE"
"2025-04-21","Annandag påsk","SE"
"2025-05-01","Första maj","SE"
"2025-05-29","Kristi himmelsfärdsdag","SE"
"2025-06-06","Sveriges nationaldag","SE"
"2025-06-08","Pingstdagen, Söndag","SE"
"2025-06-20","Midsommarafton","SE"
"2025-06-21","Midsommardagen","SE"
"2025-11-01","Alla helgons dag","SE"
"2025-12-24","Julafton","SE"
"2025-12-25","Juldagen","SE"
"2025-12-26","Annandag jul","SE"
"2025-12-31","Nyårsafton","SE"
"2026-01-01","Nyårsdagen","SE"
"2026-01-06","Trettondedag jul","SE"
"2026-04-03","Långfredagen","SE"
"2026-04-05","Påskdagen, Söndag","SE"
"2026-04-06","Annandag påsk","SE"
"2026-05-01","Första maj","SE"
"2026-05-14","Kristi himmelsfärdsdag","SE"
"2026-05-24","Pingstdagen, Söndag","SE"
"2026-06-06","Sveriges nationaldag","SE"
"2026-06-19","Midsommarafton","SE"
"2026-06-20","Midsommardagen","SE"
"2026-10-31","Alla helgons dag","SE"
"2026-12-24","Julafton","SE"
"2026-12-25","Juldagen","SE"
"2026-12-26","Annandag jul","SE"
"2026-12-31","Nyårsafton","SE"
"2019-01-01","Neujahr","AT"
"2019-01-06","Heilige Drei Könige","AT"
"2019-04-22","Ostermontag","AT"
"2019-05-01","Staatsfeiertag","AT"
"2019-05-30","Christi Himmelfahrt","AT"
"2019-06-10","Pfingstmontag","AT"
"2019-06-20","Fronleichnam","AT"
"2019-08-15","Mariä Himmelfahrt","AT"
"2019-10-26","Nationalfeiertag","AT"
"2019-11-01","Allerheiligen","AT"
"2019-12-08","Mariä Empfängnis","AT"
"2019-12-25","Christtag","AT"
"2019-12-26","Stefanitag","AT"
"2020-01-01","Neujahr","AT"
"2020-01-06","Heilige Drei Könige","AT"
"2020-04-13","Ostermontag","AT"
"2020-05-01","Staatsfeiertag","AT"
"2020-05-21","Christi Himmelfahrt","AT"
"2020-06-01","Pfingstmontag","AT"
"2020-06-11","Fronleichnam","AT"
"2020-08-15","Mariä Himmelfahrt","AT"
"2020-10-26","Nationalfeiertag","AT"
"2020-11-01","Allerheiligen","AT"
"2020-12-08","Mariä Empfängnis","AT"
"2020-12-25","Christtag","AT"
"2020-12-26","Stefanitag","AT"
"2021-01-01","Neujahr","AT"
"2021-01-06","Heilige Drei Könige","AT"
"2021-04-05","Ostermontag","AT"
"2021-05-01","Staatsfeiertag","AT"
"2021-05-13","Christi Himmelfahrt","AT"
"2021-05-24","Pfingstmontag","AT"
"2021-06-03","Fronleichnam","AT"
"2021-08-15","Mariä Himmelfahrt","AT"
"2021-10-26","Nationalfeiertag","AT"
"2021-11-01","Allerheiligen","AT"
"2021-12-08","Mariä Empfängnis","AT"
"2021-12-25","Christtag","AT"
"2021-12-26","Stefanitag","AT"
"2022-01-01","Neujahr","AT"
"2022-01-06","Heilige Drei Könige","AT"
"2022-04-18","Ostermontag","AT"
"2022-05-01","Staatsfeiertag","AT"
"2022-05-26","Christi Himmelfahrt","AT"
"2022-06-06","Pfingstmontag","AT"
"2022-06-16","Fronleichnam","AT"
"2022-08-15","Mariä Himmelfahrt","AT"
"2022-10-26","Nationalfeiertag","AT"
"2022-11-01","Allerheiligen","AT"
"2022-12-08","Mariä Empfängnis","AT"
"2022-12-25","Christtag","AT"
"2022-12-26","Stefanitag","AT"
"2023-01-01","Neujahr","AT"
"2023-01-06","Heilige Drei Könige","AT"
"2023-04-10","Ostermontag","AT"
"2023-05-01","Staatsfeiertag","AT"
"2023-05-18","Christi Himmelfahrt","AT"
"2023-05-29","Pfingstmontag","AT"
"2023-06-08","Fronleichnam","AT"
"2023-08-15","Mariä Himmelfahrt","AT"
"2023-10-26","Nationalfeiertag","AT"
"2023-11-01","Allerheiligen","AT"
"2023-12-08","Mariä Empfängnis","AT"
"2023-12-25","Christtag","AT"
"2023-12-26","Stefanitag","AT"
"2024-01-01","Neujahr","AT"
"2024-01-06","Heilige Drei Könige","AT"
"2024-04-01","Ostermontag","AT"
"2024-05-01","Staatsfeiertag","AT"
"2024-05-09","Christi Himmelfahrt","AT"
"2024-05-20","Pfingstmontag","AT"
"2024-05-30","Fronleichnam","AT"
"2024-08-15","Mariä Himmelfahrt","AT"
"2024-10-26","Nationalfeiertag","AT"
"2024-11-01","Allerheiligen","AT"
"2024-12-08","Mariä Empfängnis","AT"
"2024-12-25","Christtag","AT"
"2024-12-26","Stefanitag","AT"
"2025-01-01","Neujahr","AT"
"2025-01-06","Heilige Drei Könige","AT"
"2025-04-21","Ostermontag","AT"
"2025-05-01","Staatsfeiertag","AT"
"2025-05-29","Christi Himmelfahrt","AT"
"2025-06-09","Pfingstmontag","AT"
"2025-06-19","Fronleichnam","AT"
"2025-08-15","Mariä Himmelfahrt","AT"
"2025-10-26","Nationalfeiertag","AT"
"2025-11-01","Allerheiligen","AT"
"2025-12-08","Mariä Empfängnis","AT"
"2025-12-25","Christtag","AT"
"2025-12-26","Stefanitag","AT"
"2026-01-01","Neujahr","AT"
"2026-01-06","Heilige Drei Könige","AT"
"2026-04-06","Ostermontag","AT"
"2026-05-01","Staatsfeiertag","AT"
"2026-05-14","Christi Himmelfahrt","AT"
"2026-05-25","Pfingstmontag","AT"
"2026-06-04","Fronleichnam","AT"
"2026-08-15","Mariä Himmelfahrt","AT"
"2026-10-26","Nationalfeiertag","AT"
"2026-11-01","Allerheiligen","AT"
"2026-12-08","Mariä Empfängnis","AT"
"2026-12-25","Christtag","AT"
"2026-12-26","Stefanitag","AT"
"2019-01-01","Nieuwjaarsdag","NL"
"2019-04-19","Goede Vrijdag","NL"
"2019-04-21","Eerste paasdag","NL"
"2019-04-22","Tweede paasdag","NL"
"2019-04-27","Koningsdag","NL"
"2019-05-30","Hemelvaart","NL"
"2019-06-09","Eerste Pinksterdag","NL"
"2019-06-10","Tweede Pinksterdag","NL"
"2019-12-25","Eerste Kerstdag","NL"
"2019-12-26","Tweede Kerstdag","NL"
"2020-01-01","Nieuwjaarsdag","NL"
"2020-04-10","Goede Vrijdag","NL"
"2020-04-12","Eerste paasdag","NL"
"2020-04-13","Tweede paasdag","NL"
"2020-04-27","Koningsdag","NL"
"2020-05-05","Bevrijdingsdag","NL"
"2020-05-21","Hemelvaart","NL"
"2020-05-31","Eerste Pinksterdag","NL"
"2020-06-01","Tweede Pinksterdag","NL"
"2020-12-25","Eerste Kerstdag","NL"
"2020-12-26","Tweede Kerstdag","NL"
"2021-01-01","Nieuwjaarsdag","NL"
"2021-04-02","Goede Vrijdag","NL"
"2021-04-04","Eerste paasdag","NL"
"2021-04-05","Tweede paasdag","NL"
"2021-04-27","Koningsdag","NL"
"2021-05-13","Hemelvaart","NL"
"2021-05-23","Eerste Pinksterdag","NL"
"2021-05-24","Tweede Pinksterdag","NL"
"2021-12-25","Eerste Kerstdag","NL"
"2021-12-26","Tweede Kerstdag","NL"
"2022-01-01","Nieuwjaarsdag","NL"
"2022-04-15","Goede Vrijdag","NL"
"2022-04-17","Eerste paasdag","NL"
"2022-04-18","Tweede paasdag","NL"
"2022-04-27","Koningsdag","NL"
"2022-05-26","Hemelvaart","NL"
"2022-06-05","Eerste Pinksterdag","NL"
"2022-06-06","Tweede Pinksterdag","NL"
"2022-12-25","Eerste Kerstdag","NL"
"2022-12-26","Tweede Kerstdag","NL"
"2023-01-01","Nieuwjaarsdag","NL"
"2023-04-07","Goede Vrijdag","NL"
"2023-04-09","Eerste paasdag","NL"
"2023-04-10","Tweede paasdag","NL"
"2023-04-27","Koningsdag","NL"
"2023-05-18","Hemelvaart","NL"
"2023-05-28","Eerste Pinksterdag","NL"
"2023-05-29","Tweede Pinksterdag","NL"
"2023-12-25","Eerste Kerstdag","NL"
"2023-12-26","Tweede Kerstdag","NL"
"2024-01-01","Nieuwjaarsdag","NL"
"2024-03-29","Goede Vrijdag","NL"
"2024-03-31","Eerste paasdag","NL"
"2024-04-01","Tweede paasdag","NL"
"2024-04-27","Koningsdag","NL"
"2024-05-09","Hemelvaart","NL"
"2024-05-19","Eerste Pinksterdag","NL"
"2024-05-20","Tweede Pinksterdag","NL"
"2024-12-25","Eerste Kerstdag","NL"
"2024-12-26","Tweede Kerstdag","NL"
"2025-01-01","Nieuwjaarsdag","NL"
"2025-04-18","Goede Vrijdag","NL"
"2025-04-20","Eerste paasdag","NL"
"2025-04-21","Tweede paasdag","NL"
"2025-04-26","Koningsdag","NL"
"2025-05-05","Bevrijdingsdag","NL"
"2025-05-29","Hemelvaart","NL"
"2025-06-08","Eerste Pinksterdag","NL"
"2025-06-09","Tweede Pinksterdag","NL"
"2025-12-25","Eerste Kerstdag","NL"
"2025-12-26","Tweede Kerstdag","NL"
"2026-01-01","Nieuwjaarsdag","NL"
"2026-04-03","Goede Vrijdag","NL"
"2026-04-05","Eerste paasdag","NL"
"2026-04-06","Tweede paasdag","NL"
"2026-04-27","Koningsdag","NL"
"2026-05-14","Hemelvaart","NL"
"2026-05-24","Eerste Pinksterdag","NL"
"2026-05-25","Tweede Pinksterdag","NL"
"2026-12-25","Eerste Kerstdag","NL"
"2026-12-26","Tweede Kerstdag","NL"
"2019-01-01","New Year's Day","GB"
"2019-01-02","New Year Holiday [Scotland]","GB"
"2019-03-17","St. Patrick's Day [Northern Ireland]","GB"
"2019-03-18","St. Patrick's Day [Northern Ireland] (Observed)","GB"
"2019-04-19","Good Friday","GB"
"2019-04-22","Easter Monday [England/Wales/Northern Ireland]","GB"
"2019-05-06","May Day","GB"
"2019-05-27","Spring Bank Holiday","GB"
"2019-07-12","Battle of the Boyne [Northern Ireland]","GB"
"2019-08-05","Summer Bank Holiday [Scotland]","GB"
"2019-08-26","Late Summer Bank Holiday [England/Wales/Northern Ireland]","GB"
"2019-11-30","St. Andrew's Day [Scotland]","GB"
"2019-12-25","Christmas Day","GB"
"2019-12-26","Boxing Day","GB"
"2020-01-01","New Year's Day","GB"
"2020-01-02","New Year Holiday [Scotland]","GB"
"2020-03-17","St. Patrick's Day [Northern Ireland]","GB"
"2020-04-10","Good Friday","GB"
"2020-04-13","Easter Monday [England/Wales/Northern Ireland]","GB"
"2020-05-08","May Day","GB"
"2020-05-25","Spring Bank Holiday","GB"
